legal_name,lei,uid_ch,domicile_country,hq_city,hq_region,geneva_link,source_key,retrieved_at
DTE Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
DaVita,,,,,,,index_universe,2026-07-07T20:39:30Z
"Dai Nippon Printing Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Dai-ichi Life Insurance Company, Limited",,,,,,,index_universe,2026-07-07T20:39:39Z
"Daiichi Sankyo Company, Limited",,,,,,,index_universe,2026-07-07T20:39:39Z
"Daikin Industries, Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Daimler Truck,,,,,,,index_universe,2026-07-07T20:39:34Z
"Daiwa House Industry Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Daiwa Securities Group Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
Danaher Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Danone,,,France,,,,index_universe,2026-07-07T20:39:38Z
Darden Restaurants,,,,,,,index_universe,2026-07-07T20:39:30Z
Dassault Systèmes,,,,,,,index_universe,2026-07-07T20:39:36Z
Datadog,,,,,,,index_universe,2026-07-07T20:39:30Z
Deckers Brands,,,,,,,index_universe,2026-07-07T20:39:30Z
Deere & Company,,,,,,,index_universe,2026-07-07T20:39:30Z
Dell Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
Delta Air Lines,,,,,,,index_universe,2026-07-07T20:39:30Z
"Dena Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Denka Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Denso Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Dentsu Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
Deutsche Bank,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Deutsche Börse,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Deutsche Post,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Deutsche Telekom,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Devon Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Dexcom,,,,,,,index_universe,2026-07-07T20:39:30Z
Diageo,,,,,,,index_universe,2026-07-07T20:39:37Z
Diamondback Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Digital Realty,,,,,,,index_universe,2026-07-07T20:39:30Z
Diploma,,,,,,,index_universe,2026-07-07T20:39:37Z
Disco Corporation Ltd.,,,,,,,index_universe,2026-07-07T20:39:39Z
DocMorris AG,50670038OH136R5Z4663,CHE107471275,CH,Frauenfeld,CH-TG,none,gleif,2026-07-19T02:41:17Z
Dollar General,,,US,,,,index_universe,2026-07-07T20:39:30Z
Dollar Tree,,,,,,,index_universe,2026-07-07T20:39:30Z
Dollarama Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Dominion Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Domino's,,,,,,,index_universe,2026-07-07T20:39:30Z
DoorDash,,,,,,,index_universe,2026-07-07T20:39:30Z
Dottikon ES Holding AG,50670064H782SV8G2Z44,CHE112235208,CH,Dottikon,CH-AG,none,gleif,2026-07-19T02:41:28Z
Dover Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Dow Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
"Dowa Holdings Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
DuPont,,,,,,,index_universe,2026-07-07T20:39:30Z
Duke Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Dätwyler Holding AG,52990096G2IJ89SWI669,CHE103275686,CH,Altdorf UR,CH-UR,none,gleif,2026-07-19T02:41:17Z
E.ON,,,,,,,index_universe,2026-07-07T20:39:34Z
EEII AG,506700909QIDX4K4DY42,CHE103605080,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:08Z
EFG International AG,506700PR1R98BSF81139,CHE112512247,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:14Z
ELI LILLY AND COMPANY,FRDRIPF3EKNDJ2CQJL29,183025-143,US,Indianapolis,US-IN,none,gleif,2026-07-19T02:41:34Z
EMS-CHEMIE HOLDING AG,529900G1XFTGSE0DIX60,CHE101285490,CH,Domat/Ems,CH-GR,none,gleif,2026-07-19T02:41:13Z
ENN Energy,,,,,,,index_universe,2026-07-07T20:39:40Z
EOG Resources,,,,,,,index_universe,2026-07-07T20:39:30Z
EQT Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
East Japan Railway Company,,,,,,,index_universe,2026-07-07T20:39:39Z
Eaton Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Ebara Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
EchoStar,,,,,,,index_universe,2026-07-07T20:39:30Z
Ecolab,,,,,,,index_universe,2026-07-07T20:39:30Z
Edenred,,,FR,,,,index_universe,2026-07-07T20:39:36Z
Edison International,,,,,,,index_universe,2026-07-07T20:39:30Z
Edisun Power Europe AG,5067008R63E038ZS4D18,CHE112680241,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:16Z
Edwards Lifesciences,,,,,,,index_universe,2026-07-07T20:39:30Z
"Eisai Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Electronic Arts,,,,,,,index_universe,2026-07-07T20:39:30Z
Elevance Health,,,,,,,index_universe,2026-07-07T20:39:30Z
Elma Electronic AG,5067005GN286J87M7194,CHE105973206,CH,Wetzikon ZH 1,CH-ZH,none,gleif,2026-07-19T02:41:06Z
Emcor,,,,,,,index_universe,2026-07-07T20:39:30Z
Emera Incorporated,,,CA,,,,index_universe,2026-07-07T20:39:33Z
Emerson Electric,,,,,,,index_universe,2026-07-07T20:39:30Z
Emmi AG,529900Q53RBYJIVCMA08,CHE103588843,CH,Luzern,CH-LU,none,gleif,2026-07-19T02:41:12Z
Enbridge Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Endeavour Mining,,,,,,,index_universe,2026-07-07T20:39:37Z
Enel,,,Italy,,,,index_universe,2026-07-07T20:39:38Z
Eneos Holdings,,,,,,,index_universe,2026-07-07T20:39:39Z
Engie,,,FR,,,,index_universe,2026-07-07T20:39:36Z
Eni,,,Italy,,,,index_universe,2026-07-07T20:39:38Z
Entain,,,,,,,index_universe,2026-07-07T20:39:37Z
Entergy,,,,,,,index_universe,2026-07-07T20:39:30Z
Equifax,,,,,,,index_universe,2026-07-07T20:39:30Z
Equinix,,,,,,,index_universe,2026-07-07T20:39:30Z
Equity Residential,,,,,,,index_universe,2026-07-07T20:39:30Z
Erie Indemnity,,,,,,,index_universe,2026-07-07T20:39:30Z
Essex Property Trust,,,,,,,index_universe,2026-07-07T20:39:30Z
EssilorLuxottica,,,France,,,,index_universe,2026-07-07T20:39:38Z
Estée Lauder Companies (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Eurofins Scientific,,,,,,,index_universe,2026-07-07T20:39:36Z
Everest Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Evergy,,,,,,,index_universe,2026-07-07T20:39:30Z
Eversource Energy,,,US,,,,index_universe,2026-07-07T20:39:30Z
EvoNext Holdings SA,506700IF701J35J34N57,CHE108641858,CH,Reinach BL,CH-BL,none,gleif,2026-07-19T02:41:29Z
Evolution Mining,,,,,,,index_universe,2026-07-07T20:39:42Z
Exelon,,,,,,,index_universe,2026-07-07T20:39:30Z
Expand Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Expedia Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Expeditors International,,,,,,,index_universe,2026-07-07T20:39:30Z
Experian,,,,,,,index_universe,2026-07-07T20:39:37Z
Extra Space Storage,,,,,,,index_universe,2026-07-07T20:39:30Z
ExxonMobil,,,,,,,index_universe,2026-07-07T20:39:30Z
F & C Investment Trust,,,,,,,index_universe,2026-07-07T20:39:37Z
"F5, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
FANUC Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
FactSet,,,,,,,index_universe,2026-07-07T20:39:30Z
Fair Isaac,,,,,,,index_universe,2026-07-07T20:39:30Z
Fairfax Financial Holdings Limited,,,,,,,index_universe,2026-07-07T20:39:33Z
"Fast Retailing Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Fastenal,,,,,,,index_universe,2026-07-07T20:39:30Z
FedEx,,,,,,,index_universe,2026-07-07T20:39:30Z
FedEx Freight,,,,,,,index_universe,2026-07-07T20:39:30Z
Federal Realty Investment Trust,,,,,,,index_universe,2026-07-07T20:39:30Z
Feintool International Holding AG,529900AUNJ8C37482692,CHE100251293,CH,Lyss,CH-BE,none,gleif,2026-07-19T02:41:09Z
Ferrari,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
Fidelity National Information Services,,,,,,,index_universe,2026-07-07T20:39:30Z
Fifth Third Bancorp,,,US,,,,index_universe,2026-07-07T20:39:30Z
First Quantum Minerals Ltd.,,,,,,,index_universe,2026-07-07T20:39:33Z
First Solar,,,,,,,index_universe,2026-07-07T20:39:30Z
FirstEnergy,,,,,,,index_universe,2026-07-07T20:39:30Z
FirstService Corporation,,,,,,,index_universe,2026-07-07T20:39:33Z
Fiserv,,,,,,,index_universe,2026-07-07T20:39:30Z
Fisher & Paykel Healthcare,,,,,,,index_universe,2026-07-07T20:39:42Z
Flex Ltd.,,,,,,,index_universe,2026-07-07T20:39:30Z
Flughafen Zürich AG,529900PFO97GCN5SYB55,CHE101921104,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:24Z
Forbo Holding AG,506700HR073894C16243,CHE102337497,CH,Baar,CH-ZG,none,gleif,2026-07-19T02:41:06Z
Ford Motor Company,,,,,,,index_universe,2026-07-07T20:39:30Z
Fortescue,,,,,,,index_universe,2026-07-07T20:39:42Z
Fortinet,,,,,,,index_universe,2026-07-07T20:39:30Z
Fortis Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Fortive,,,,,,,index_universe,2026-07-07T20:39:30Z
Fox Corporation (Class A),,,,,,,index_universe,2026-07-07T20:39:30Z
Fox Corporation (Class B),,,,,,,index_universe,2026-07-07T20:39:30Z
Franco-Nevada Corporation,,,,,,,index_universe,2026-07-07T20:39:33Z
Franklin Resources,,,,,,,index_universe,2026-07-07T20:39:30Z
Freeport-McMoRan,,,,,,,index_universe,2026-07-07T20:39:30Z
Fresenius,,,,,,,index_universe,2026-07-07T20:39:34Z
Fresenius Medical Care,,,,,,,index_universe,2026-07-07T20:39:34Z
Fresnillo plc,,,GB,,,,index_universe,2026-07-07T20:39:37Z
"Fuji Electric Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Fujifilm Holdings Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Fujikura Ltd.,,,,,,,index_universe,2026-07-07T20:39:39Z
Fujitsu Ltd.,,,,,,,index_universe,2026-07-07T20:39:39Z
"Fukuoka Financial Group, Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
Fundamenta Real Estate AG,506700IM97Q6VIX86059,CHE113353632,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:19Z
GAM HOLDING AG,549300GGVID7ZGDMX291,CHE-107.908.786,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:19Z
